OutcomeId,StreakCount,MaxStreak,Ratio,IsCorrect
1,0,11,0,0
2,7,11,0.636,1
3,1,10,0.1,0
4,0,18,0,0
5,2,12,0.167,0
1,1,6,0.167,0
2,0,12,0,1
3,2,3,0.667,0
4,1,6,0.167,0
5,8,8,1,0
1,1,9,0.111,0
2,2,18,0.111,1
3,0,10,0,0
4,0,13,0,1
5,2,16,0.125,0
1,7,8,0.875,0
2,3,10,0.3,1
3,0,6,0,0
4,0,13,0,1
5,2,13,0.154,0
1,1,7,0.143,1
2,0,18,0,0
3,3,17,0.176,0
4,2,15,0.133,0
5,0,18,0,0
1,0,7,0,0
2,1,4,0.25,0
3,2,5,0.4,1
4,4,7,0.571,0
5,0,4,0,0
1,1,6,0.167,0
2,0,20,0,1
3,3,25,0.12,0
4,0,14,0,1
5,2,15,0.133,0
1,2,10,0.2,0
2,1,14,0.071,1
3,0,6,0,0
4,18,20,0.9,1
5,1,8,0.125,0
1,2,13,0.154,0
2,0,11,0,0
3,1,12,0.083,1
4,0,8,0,0
5,4,10,0.4,0
1,6,7,0.857,1
2,4,12,0.333,0
3,0,5,0,0
4,1,12,0.083,0
5,0,12,0,0
1,1,7,0.143,0
2,0,16,0,1
3,6,11,0.545,0
4,1,23,0.043,0
5,0,20,0,1
1,17,17,1,0
2,2,11,0.182,1
3,0,7,0,0
4,0,14,0,0
5,2,23,0.087,1
1,0,5,0,1
2,4,17,0.235,0
3,1,14,0.071,0
4,1,13,0.077,1
5,8,16,0.5,0
1,6,6,1,0
2,0,11,0,0
3,1,8,0.125,1
4,2,18,0.111,1
5,1,15,0.067,0
1,0,4,0,1
2,17,23,0.739,0
3,27,27,1,0
4,0,8,0,0
5,12,26,0.462,1
1,0,10,0,0
2,5,16,0.312,0
3,1,14,0.071,1
4,0,10,0,0
5,1,13,0.077,1
1,1,6,0.167,1
2,0,15,0,0
3,4,16,0.25,0
4,0,10,0,1
5,1,17,0.059,0
1,1,14,0.071,0
2,0,23,0,0
3,8,8,1,1
4,3,16,0.188,1
5,4,9,0.444,0
1,0,5,0,1
2,2,13,0.154,0
3,3,26,0.115,0
4,0,7,0,0
5,2,26,0.077,1
1,1,10,0.1,0
2,10,10,1,0
3,0,7,0,1
4,0,16,0,0
5,1,16,0.062,1
1,1,10,0.1,0
2,6,16,0.375,1
3,0,14,0,0
4,1,10,0.1,0
5,0,13,0,1
1,1,7,0.143,0
2,2,4,0.5,1
3,0,5,0,0
4,5,7,0.714,0
5,1,4,0.25,1
1,1,11,0.091,0
2,0,11,0,0
3,2,10,0.2,1
4,1,18,0.056,1
5,3,12,0.25,0
1,0,7,0,1
2,1,18,0.056,0
3,4,17,0.235,0
4,3,15,0.2,1
5,1,18,0.056,0
1,2,7,0.286,0
2,0,16,0,0
3,7,11,0.636,1
4,2,23,0.087,0
5,0,20,0,0
1,8,8,1,1
2,0,10,0,0
3,1,6,0.167,0
4,0,13,0,0
5,3,13,0.231,0
1,4,11,0.364,1
2,1,17,0.059,0
3,0,7,0,0
4,0,14,0,0
5,4,20,0.2,0
1,0,7,0,0
2,5,12,0.417,0
3,1,5,0.2,1
4,2,12,0.167,0
5,1,12,0.083,0
1,3,10,0.3,0
2,0,14,0,1
3,1,6,0.167,0
4,0,20,0,0
5,2,8,0.25,1
1,2,6,0.333,0
2,0,12,0,1
3,3,3,1,0
4,2,6,0.333,0
5,9,9,1,1
1,2,6,0.333,0
2,0,20,0,1
3,4,25,0.16,0
4,0,14,0,0
5,3,15,0.2,1
1,7,7,1,0
2,1,11,0.091,1
3,0,8,0,0
4,0,18,0,0
5,2,15,0.133,1
1,0,6,0,1
2,1,12,0.083,0
3,11,16,0.688,0
4,0,13,0,0
5,3,36,0.083,0
1,3,13,0.231,0
2,1,11,0.091,0
3,0,12,0,1
4,1,8,0.125,0
5,5,10,0.5,0
1,2,5,0.4,0
2,3,14,0.214,1
3,0,9,0,0
4,3,14,0.214,0
5,4,17,0.235,0
1,0,6,0,0
2,1,22,0.045,1
3,6,8,0.75,0
4,6,9,0.667,0
5,0,17,0,0
1,0,8,0,0
2,10,12,0.833,1
3,3,11,0.273,0
4,7,10,0.7,0
5,0,13,0,0
1,1,5,0.2,0
2,2,20,0.1,1
3,0,20,0,0
4,3,23,0.13,0
5,0,19,0,0
1,0,12,0,0
2,3,14,0.214,0
3,1,5,0.2,1
4,0,13,0,0
5,7,8,0.875,0
1,0,8,0,1
2,18,18,1,0
3,4,5,0.8,0
4,0,12,0,0
5,4,9,0.444,0
1,5,8,0.625,1
2,2,10,0.2,0
3,0,9,0,0
4,0,11,0,0
5,1,14,0.071,0
1,1,8,0.125,0
2,0,5,0,0
3,3,3,1,1
4,0,4,0,0
5,7,7,1,0
1,4,9,0.444,0
2,2,21,0.095,0
3,0,6,0,1
4,0,31,0,0
5,1,14,0.071,1
1,18,18,1,1
2,3,14,0.214,0
3,0,1,0,0
4,3,5,0.6,0
5,0,5,0,1
1,0,10,0,0
2,1,17,0.059,1
3,2,9,0.222,0
4,8,16,0.5,0
5,0,11,0,1
1,2,8,0.25,0
2,0,13,0,1
3,1,12,0.083,0
4,0,13,0,0
5,4,21,0.19,1
1,5,11,0.455,1
2,2,23,0.087,0
3,0,7,0,0
4,2,12,0.167,0
5,0,17,0,0
1,0,14,0,0
2,1,9,0.111,0
3,5,10,0.5,1
4,1,18,0.056,0
5,4,11,0.364,0
1,3,8,0.375,0
2,2,15,0.133,1
3,0,18,0,0
4,1,12,0.083,0
5,0,16,0,1
1,0,7,0,0
2,1,16,0.062,1
3,2,9,0.222,0
4,0,7,0,0
5,16,16,1,1
1,0,4,0,1
2,2,38,0.053,0
3,5,26,0.192,0
4,5,10,0.5,1
5,0,13,0,0
1,1,24,0.042,0
2,2,10,0.2,0
3,0,5,0,1
4,0,11,0,1
5,3,12,0.25,0
1,0,4,0,0
2,18,23,0.783,1
3,28,28,1,0
4,1,8,0.125,0
5,0,26,0,1
1,2,14,0.143,0
2,1,23,0.043,1
3,0,8,0,0
4,0,16,0,0
5,5,9,0.556,1
1,18,18,1,0
2,0,11,0,1
3,1,7,0.143,0
4,1,14,0.071,0
5,0,23,0,0
1,0,6,0,0
2,1,15,0.067,1
3,5,16,0.312,0
4,0,10,0,0
5,2,17,0.118,0
1,0,6,0,1
2,2,12,0.167,0
3,12,16,0.75,0
4,1,13,0.077,0
5,4,36,0.111,0
1,4,10,0.4,0
2,0,14,0,0
3,2,6,0.333,1
4,1,20,0.05,0
5,0,8,0,0
1,0,8,0,0
2,1,10,0.1,1
3,2,6,0.333,0
4,1,13,0.077,1
5,4,13,0.308,0
1,2,7,0.286,0
2,0,4,0,1
3,1,5,0.2,0
4,6,7,0.857,1
5,0,4,0,0
1,4,13,0.308,1
2,2,11,0.182,0
3,0,12,0,0
4,2,8,0.25,0
5,6,10,0.6,0
1,3,6,0.5,0
2,0,12,0,0
3,4,4,1,1
4,3,6,0.5,0
5,0,9,0,0
1,3,7,0.429,0
2,1,16,0.062,0
3,0,11,0,1
4,3,23,0.13,0
5,1,20,0.05,0
1,3,6,0.5,1
2,0,20,0,0
3,5,25,0.2,0
4,1,14,0.071,0
5,0,15,0,0
1,2,11,0.182,0
2,1,11,0.091,0
3,0,10,0,1
4,0,18,0,0
5,4,12,0.333,1
1,2,10,0.2,1
2,0,16,0,0
3,1,14,0.071,0
4,2,10,0.2,0
5,0,13,0,1
1,0,5,0,1
2,5,17,0.294,0
3,2,14,0.143,0
4,0,13,0,0
5,9,16,0.562,0
1,0,11,0,0
2,2,17,0.118,0
3,1,7,0.143,1
4,1,14,0.071,0
5,5,20,0.25,0
1,2,9,0.222,1
2,0,18,0,0
3,1,10,0.1,0
4,0,13,0,0
5,3,16,0.188,0
1,19,19,1,0
2,0,11,0,0
3,2,7,0.286,1
4,2,14,0.143,0
5,1,23,0.043,0
1,8,8,1,0
2,0,11,0,0
3,1,8,0.125,1
4,1,18,0.056,0
5,0,15,0,0
1,3,14,0.214,1
2,0,23,0,0
3,1,8,0.125,0
4,1,16,0.062,0
5,0,9,0,0
1,1,4,0.25,1
2,0,23,0,0
3,29,29,1,0
4,2,8,0.25,1
5,0,26,0,0
1,1,7,0.143,0
2,6,12,0.5,0
3,0,5,0,1
4,3,12,0.25,1
5,2,12,0.167,0
1,0,7,0,0
2,2,18,0.111,1
3,5,17,0.294,0
4,0,15,0,1
5,2,18,0.111,0
1,1,6,0.167,0
2,0,15,0,1
3,6,16,0.375,0
4,1,10,0.1,1
5,3,17,0.176,0
1,0,9,0,0
2,1,18,0.056,1
3,2,10,0.2,0
4,1,13,0.077,0
5,4,16,0.25,0
1,0,5,0,0
2,6,17,0.353,1
3,3,14,0.214,0
4,1,13,0.077,0
5,10,16,0.625,0
1,5,9,0.556,0
2,3,21,0.143,1
3,0,6,0,0
4,1,31,0.032,0
5,0,14,0,0
1,0,8,0,0
2,19,19,1,1
3,5,5,1,0
4,1,12,0.083,0
5,5,9,0.556,0
1,4,8,0.5,0
2,0,15,0,1
3,1,18,0.056,0
4,2,12,0.167,0
5,0,16,0,0
1,1,6,0.167,0
2,0,22,0,1
3,7,8,0.875,0
4,7,9,0.778,0
5,1,17,0.059,0
1,3,5,0.6,1
2,0,14,0,0
3,1,9,0.111,0
4,4,14,0.286,0
5,5,17,0.294,1
1,2,10,0.2,0
2,11,11,1,0
3,0,7,0,1
4,1,16,0.062,0
5,0,16,0,1
1,0,8,0,0
2,3,10,0.3,0
3,1,9,0.111,1
4,1,11,0.091,1
5,2,14,0.143,0
1,0,18,0,1
2,4,14,0.286,0
3,1,1,1,0
4,4,5,0.8,1
5,0,5,0,0
1,0,4,0,1
2,3,38,0.079,0
3,6,26,0.231,0
4,0,10,0,0
5,1,13,0.077,1
1,0,11,0,0
2,3,23,0.13,0
3,1,7,0.143,1
4,3,12,0.25,0
5,1,17,0.059,1
1,1,7,0.143,1
2,0,16,0,0
3,3,9,0.333,0
4,1,7,0.143,1
5,0,16,0,0
1,2,8,0.25,0
2,1,5,0.2,0
3,0,3,0,1
4,1,4,0.25,1
5,8,8,1,0
1,2,24,0.083,0
2,3,10,0.3,0
3,0,5,0,1
4,0,11,0,0
5,4,12,0.333,0
1,0,5,0,1
2,3,13,0.231,0
3,4,26,0.154,0
4,1,7,0.143,0
5,0,26,0,0
1,1,10,0.1,1
2,0,17,0,0
3,3,9,0.333,0
4,9,16,0.562,0
5,0,11,0,1
1,1,8,0.125,0
2,0,12,0,0
3,4,11,0.364,1
4,8,10,0.8,0
5,1,13,0.077,1
1,1,14,0.071,1
2,2,9,0.222,0
3,0,10,0,0
4,2,18,0.111,0
5,5,11,0.455,0
1,2,5,0.4,0
2,0,20,0,0
3,1,20,0.05,1
4,4,23,0.174,0
5,1,19,0.053,0
1,1,12,0.083,0
2,4,14,0.286,0
3,0,5,0,1
4,1,13,0.077,0
5,8,8,1,0
1,3,8,0.375,1
2,0,13,0,0
3,2,12,0.167,0
4,1,13,0.077,0
5,0,21,0,0
1,0,15,0,0
2,2,14,0.143,0
3,1,7,0.143,1
4,5,23,0.217,0
5,1,12,0.083,0
1,1,4,0.25,1
2,5,20,0.25,0
3,0,20,0,0
4,4,24,0.167,0
5,0,9,0,0
1,2,12,0.167,1
2,4,14,0.286,0
3,0,13,0,0
4,8,8,1,0
5,0,18,0,0
1,1,6,0.167,0
2,4,4,1,0
3,0,5,0,1
4,0,5,0,0
5,1,9,0.111,0
1,0,11,0,1
2,2,13,0.154,0
3,6,6,1,0
4,0,12,0,0
5,2,17,0.118,0
1,3,9,0.333,0
2,1,17,0.059,0
3,0,4,0,1
4,1,5,0.2,0
5,3,9,0.333,0
1,3,6,0.5,0
2,1,14,0.071,0
3,0,10,0,1
4,0,10,0,1
5,1,13,0.077,0
1,1,14,0.071,1
2,4,11,0.364,0
3,0,6,0,0
4,4,11,0.364,1
5,2,9,0.222,0
1,0,8,0,0
2,1,11,0.091,0
3,2,15,0.133,1
4,0,19,0,0
5,1,20,0.05,1
1,2,11,0.182,1
2,0,11,0,0
3,1,5,0.2,0
4,2,15,0.133,0
5,0,6,0,1
1,5,10,0.5,0
2,0,13,0,0
3,2,8,0.25,1
4,4,11,0.364,0
5,0,10,0,0
1,0,4,0,1
2,3,25,0.12,0
3,24,26,0.923,0
4,1,8,0.125,0
5,43,43,1,0
1,2,14,0.143,0
2,4,6,0.667,1
3,0,8,0,0
4,0,11,0,0
5,2,15,0.133,0
1,0,9,0,0
2,5,14,0.357,1
3,2,14,0.143,0
4,3,16,0.188,0
5,0,11,0,0
1,0,7,0,1
2,1,17,0.059,0
3,6,7,0.857,0
4,4,9,0.444,0
5,1,10,0.1,0
1,0,7,0,0
2,17,17,1,0
3,1,7,0.143,1
4,3,12,0.25,0
5,0,6,0,0
1,0,10,0,0
2,3,13,0.231,1
3,1,13,0.077,0
4,0,18,0,1
5,1,12,0.083,0
1,1,3,0.333,0
2,2,26,0.077,1
3,0,28,0,0
4,1,8,0.125,1
5,2,44,0.045,0
1,0,12,0,1
2,1,15,0.067,0
3,2,9,0.222,0
4,1,13,0.077,0
5,0,10,0,1
1,2,11,0.182,0
2,3,12,0.25,0
3,0,7,0,1
4,4,17,0.235,0
5,0,9,0,1
1,0,7,0,1
2,1,18,0.056,0
3,5,6,0.833,0
4,2,9,0.222,0
5,1,7,0.143,0
1,1,7,0.143,0
2,4,4,1,0
3,0,6,0,1
4,5,7,0.714,0
5,4,9,0.444,0
1,0,3,0,1
2,10,25,0.4,0
3,4,53,0.075,0
4,3,9,0.333,1
5,0,26,0,0
1,1,6,0.167,0
2,0,15,0,0
3,12,12,1,1
4,0,14,0,1
5,1,17,0.059,0
1,1,15,0.067,1
2,3,14,0.214,0
3,0,7,0,0
4,6,23,0.261,0
5,2,12,0.167,1
1,3,11,0.273,0
2,4,12,0.333,0
3,0,7,0,1
4,5,17,0.294,0
5,0,9,0,1
1,20,20,1,1
2,1,11,0.091,0
3,0,7,0,0
4,3,14,0.214,0
5,2,23,0.087,0
1,3,7,0.429,0
2,0,4,0,0
3,2,5,0.4,1
4,0,7,0,0
5,1,4,0.25,0
1,0,14,0,1
2,1,23,0.043,0
3,2,8,0.25,0
4,2,16,0.125,0
5,1,9,0.111,1
1,5,10,0.5,0
2,1,14,0.071,0
3,0,6,0,1
4,2,20,0.1,0
5,1,8,0.125,1
1,1,9,0.111,1
2,0,18,0,0
3,3,10,0.3,0
4,2,13,0.154,1
5,5,16,0.312,0
1,4,6,0.667,0
2,1,12,0.083,0
3,0,4,0,1
4,4,6,0.667,1
5,1,9,0.111,0
1,4,7,0.571,0
2,2,16,0.125,0
3,0,11,0,1
4,4,23,0.174,1
5,2,20,0.1,0
1,1,5,0.2,1
2,0,17,0,0
3,4,14,0.286,0
4,2,13,0.154,1
5,11,16,0.688,0
1,0,10,0,0
2,1,16,0.062,1
3,2,14,0.143,0
4,3,10,0.3,0
5,0,13,0,0
1,1,11,0.091,0
2,3,17,0.176,1
3,0,7,0,0
4,2,14,0.143,0
5,6,20,0.3,0
1,9,9,1,0
2,1,11,0.091,1
3,0,8,0,0
4,2,18,0.111,1
5,1,15,0.067,0
1,2,7,0.286,0
2,7,12,0.583,1
3,0,5,0,0
4,0,12,0,1
5,3,12,0.25,0
1,1,7,0.143,0
2,0,18,0,1
3,6,17,0.353,0
4,0,15,0,0
5,3,18,0.167,1
1,0,13,0,0
2,3,11,0.273,1
3,1,12,0.083,0
4,3,8,0.375,0
5,7,10,0.7,1
1,0,11,0,1
2,3,14,0.214,0
3,1,14,0.071,0
4,0,10,0,0
5,5,9,0.556,0
1,3,10,0.3,0
2,2,9,0.222,0
3,0,8,0,1
4,1,19,0.053,0
5,7,11,0.636,0
1,4,7,0.571,1
2,6,7,0.857,0
3,0,14,0,0
4,3,13,0.231,0
5,1,11,0.091,1
1,1,21,0.048,0
2,10,18,0.556,0
3,0,3,0,1
4,0,10,0,0
5,1,6,0.167,1
1,1,7,0.143,1
2,0,8,0,0
3,5,13,0.385,0
4,3,21,0.143,0
5,1,10,0.1,1
1,4,4,1,0
2,7,9,0.778,0
3,0,7,0,1
4,19,19,1,0
5,0,8,0,1
1,3,9,0.333,1
2,0,14,0,0
3,1,10,0.1,0
4,2,30,0.067,0
5,3,11,0.273,1
1,5,9,0.556,0
2,1,14,0.071,0
3,0,7,0,1
4,0,14,0,0
5,1,11,0.091,1
1,0,18,0,0
2,2,13,0.154,1
3,3,4,0.75,0
4,1,7,0.143,0
5,6,12,0.5,0
1,1,8,0.125,0
2,11,11,1,1
3,0,6,0,0
4,2,6,0.333,0
5,7,7,1,0
1,0,9,0,0
2,2,12,0.167,1
3,1,7,0.143,0
4,1,18,0.056,0
5,4,11,0.364,1
1,0,4,0,0
2,6,19,0.316,1
3,4,24,0.167,0
4,1,12,0.083,0
5,3,28,0.107,1
1,5,10,0.5,1
2,4,13,0.308,0
3,0,10,0,0
4,6,13,0.462,0
5,0,20,0,1
1,0,12,0,0
2,2,15,0.133,0
3,3,7,0.429,1
4,0,11,0,0
5,11,11,1,1
1,1,12,0.083,0
2,0,16,0,1
3,5,10,0.5,0
4,0,13,0,0
5,1,12,0.083,0
1,1,10,0.1,0
2,0,13,0,1
3,2,8,0.25,0
4,0,20,0,0
5,2,24,0.083,0
1,2,16,0.125,1
2,0,21,0,0
3,1,9,0.111,0
4,0,9,0,1
5,11,19,0.579,0
1,5,9,0.556,0
2,0,20,0,0
3,1,9,0.111,1
4,0,9,0,1
5,5,13,0.385,0
1,1,9,0.111,0
2,5,13,0.385,1
3,0,17,0,0
4,3,11,0.273,0
5,1,24,0.042,0
1,2,14,0.143,0
2,0,12,0,1
3,1,11,0.091,0
4,0,11,0,0
5,1,31,0.032,0
1,4,13,0.308,0
2,2,14,0.143,0
3,0,9,0,1
4,0,12,0,0
5,2,11,0.182,1
1,3,10,0.3,1
2,0,22,0,0
3,1,8,0.125,0
4,0,9,0,0
5,11,18,0.611,1
1,1,6,0.167,0
2,0,15,0,0
3,11,11,1,1
4,0,17,0,1
5,6,32,0.188,0
1,4,4,1,1
2,1,17,0.059,0
3,0,13,0,0
4,0,9,0,1
5,8,8,1,0
1,4,9,0.444,0
2,2,17,0.118,0
3,0,4,0,1
4,2,5,0.4,1
5,4,9,0.444,0
1,2,6,0.333,1
2,5,5,1,0
3,0,5,0,0
4,1,5,0.2,1
5,2,9,0.222,0
1,2,3,0.667,0
2,0,26,0,0
3,1,28,0.036,1
4,0,8,0,0
5,3,44,0.068,1
1,1,9,0.111,1
2,0,14,0,0
3,3,14,0.214,0
4,4,16,0.25,0
5,1,11,0.091,1
1,0,4,0,1
2,6,20,0.3,0
3,1,20,0.05,0
4,5,24,0.208,0
5,1,9,0.111,1
1,0,11,0,0
2,3,13,0.231,0
3,7,7,1,1
4,1,12,0.083,0
5,3,17,0.176,1
1,0,12,0,1
2,5,14,0.357,0
3,1,13,0.077,0
4,9,9,1,0
5,1,18,0.056,0
1,3,14,0.214,0
2,0,6,0,0
3,1,8,0.125,1
4,1,11,0.091,0
5,3,15,0.2,0
1,2,6,0.333,0
2,0,15,0,0
3,7,16,0.438,1
4,0,10,0,0
5,4,17,0.235,0
1,1,8,0.125,1
2,0,10,0,0
3,3,6,0.5,0
4,0,13,0,0
5,5,13,0.385,0
1,0,4,0,0
2,1,23,0.043,0
3,30,30,1,1
4,0,8,0,1
5,1,26,0.038,0
1,0,6,0,1
2,3,12,0.25,0
3,13,16,0.812,0
4,2,13,0.154,1
5,5,36,0.139,0
1,2,13,0.154,0
2,6,10,0.6,0
3,0,6,0,1
4,5,10,0.5,0
5,3,18,0.167,0
1,10,10,1,1
2,3,14,0.214,0
3,0,12,0,0
4,1,19,0.053,0
5,8,8,1,0
1,0,6,0,0
2,6,21,0.286,1
3,4,11,0.364,0
4,5,8,0.625,0
5,6,16,0.375,0
1,0,9,0,0
2,2,11,0.182,1
3,1,8,0.125,0
4,7,16,0.438,0
5,1,11,0.091,0
1,0,3,0,1
2,9,15,0.6,0
3,3,36,0.083,0
4,0,6,0,0
5,12,16,0.75,1
1,0,7,0,0
2,3,12,0.25,0
3,2,13,0.154,1
4,6,21,0.286,0
5,0,12,0,1
1,0,16,0,1
2,3,13,0.231,0
3,1,12,0.083,0
4,2,9,0.222,0
5,0,23,0,0
1,0,9,0,0
2,2,16,0.125,0
3,1,13,0.077,1
4,0,11,0,0
5,1,17,0.059,0
1,3,9,0.333,0
2,1,13,0.077,1
3,0,11,0,0
4,5,12,0.417,0
5,0,31,0,1
1,0,8,0,0
2,3,12,0.25,1
3,2,31,0.065,0
4,4,7,0.571,0
5,14,26,0.538,1
1,1,10,0.1,1
2,0,13,0,0
3,2,13,0.154,0
4,0,18,0,0
5,2,12,0.167,1
1,6,10,0.6,0
2,1,13,0.077,0
3,0,8,0,1
4,5,11,0.455,0
5,1,10,0.1,1
1,4,6,0.667,0
2,2,14,0.143,0
3,0,10,0,1
4,0,10,0,0
5,2,13,0.154,1
1,1,7,0.143,1
2,18,18,1,0
3,0,7,0,0
4,4,12,0.333,0
5,1,6,0.167,1
1,0,12,0,0
2,2,15,0.133,1
3,3,9,0.333,0
4,2,13,0.154,0
5,0,10,0,0
1,0,7,0,0
2,2,17,0.118,1
3,7,7,1,0
4,5,9,0.556,0
5,2,10,0.2,0
1,0,4,0,1
2,4,25,0.16,0
3,25,26,0.962,0
4,2,8,0.25,1
5,44,44,1,0
1,1,8,0.125,0
2,2,11,0.182,0
3,0,15,0,1
4,1,19,0.053,1
5,0,20,0,0
1,3,11,0.273,0
2,2,11,0.182,0
3,0,10,0,1
4,1,18,0.056,0
5,0,12,0,0
1,0,6,0,1
2,1,20,0.05,0
3,6,25,0.24,0
4,2,14,0.143,0
5,1,15,0.067,0
1,0,14,0,1
2,5,11,0.455,0
3,1,6,0.167,0
4,0,11,0,1
5,3,9,0.333,0
1,0,11,0,0
2,1,11,0.091,0
3,2,5,0.4,1
4,3,15,0.2,1
5,0,6,0,0
1,0,11,0,1
2,4,14,0.286,0
3,2,14,0.143,0
4,1,10,0.1,0
5,6,9,0.667,0
1,2,7,0.286,0
2,5,5,1,0
3,0,6,0,1
4,6,7,0.857,0
5,5,9,0.556,0
1,6,9,0.667,1
2,2,14,0.143,0
3,0,7,0,0
4,1,14,0.071,0
5,0,11,0,0
1,0,7,0,0
2,7,7,1,0
3,1,14,0.071,1
4,4,13,0.308,0
5,0,11,0,0
1,0,7,0,0
2,1,8,0.125,1
3,6,13,0.462,0
4,4,21,0.19,1
5,0,10,0,0
1,1,4,0.25,0
2,0,19,0,1
3,5,24,0.208,0
4,2,12,0.167,1
5,0,28,0,0
1,1,9,0.111,0
2,0,12,0,1
3,2,7,0.286,0
4,2,18,0.111,0
5,0,11,0,0
1,5,5,1,0
2,8,9,0.889,1
3,0,7,0,0
4,20,20,1,0
5,0,8,0,0
1,2,21,0.095,0
2,11,18,0.611,0
3,0,3,0,1
4,1,10,0.1,1
5,0,6,0,0
1,1,9,0.111,1
2,0,11,0,0
3,2,8,0.25,0
4,8,16,0.5,1
5,2,11,0.182,0
1,1,18,0.056,1
2,0,13,0,0
3,4,4,1,0
4,2,7,0.286,0
5,7,12,0.583,0
1,0,10,0,0
2,4,14,0.286,0
3,1,12,0.083,1
4,2,19,0.105,0
5,9,9,1,0
1,1,7,0.143,0
2,4,12,0.333,1
3,0,13,0,0
4,7,21,0.333,0
5,0,12,0,0
1,3,13,0.231,0
2,7,10,0.7,1
3,0,6,0,0
4,6,10,0.6,0
5,4,18,0.222,0
1,0,7,0,0
2,2,18,0.111,0
3,6,6,1,1
4,3,9,0.333,0
5,2,7,0.286,0
1,1,6,0.167,1
2,0,21,0,0
3,5,11,0.455,0
4,6,8,0.75,0
5,7,16,0.438,0
1,0,9,0,0
2,1,14,0.071,0
3,2,10,0.2,1
4,3,30,0.1,0
5,0,11,0,0
1,4,10,0.4,1
2,3,9,0.333,0
3,0,8,0,0
4,2,19,0.105,0
5,8,11,0.727,0
1,0,3,0,1
2,10,15,0.667,0
3,4,36,0.111,0
4,1,6,0.167,1
5,0,16,0,0
1,2,8,0.25,0
2,0,11,0,0
3,1,6,0.167,1
4,3,6,0.5,1
5,8,8,1,0
1,0,11,0,1
2,5,14,0.357,0
3,3,14,0.214,0
4,2,10,0.2,0
5,7,9,0.778,0
1,0,9,0,0
2,3,14,0.214,0
3,1,7,0.143,1
4,2,14,0.143,0
5,1,11,0.091,0
1,1,8,0.125,0
2,0,12,0,1
3,3,31,0.097,0
4,5,7,0.714,0
5,0,26,0,0
1,1,12,0.083,0
2,3,15,0.2,1
3,0,7,0,0
4,1,11,0.091,0
5,0,11,0,0
1,0,15,0,0
2,4,14,0.286,1
3,1,7,0.143,0
4,7,23,0.304,1
5,0,12,0,0
1,1,7,0.143,0
2,0,17,0,1
3,8,8,1,0
4,6,9,0.667,1
5,3,10,0.3,0
1,1,13,0.077,1
2,0,11,0,0
3,2,12,0.167,0
4,4,8,0.5,0
5,0,10,0,0
1,3,7,0.429,0
2,0,12,0,0
3,1,5,0.2,1
4,0,12,0,0
5,4,12,0.333,0
1,4,11,0.364,1
2,3,11,0.273,0
3,0,10,0,0
4,2,18,0.111,0
5,1,12,0.083,0
1,5,6,0.833,0
2,2,12,0.167,0
3,0,4,0,1
4,0,6,0,0
5,2,9,0.222,0
1,2,7,0.286,1
2,0,18,0,0
3,7,17,0.412,0
4,1,15,0.067,1
5,0,18,0,0
1,4,7,0.571,0
2,1,4,0.25,0
3,0,5,0,1
4,1,7,0.143,1
5,2,4,0.5,0
1,0,6,0,1
2,2,20,0.1,0
3,7,25,0.28,0
4,3,14,0.214,0
5,2,15,0.133,1
1,6,10,0.6,0
2,2,14,0.143,0
3,0,6,0,1
4,3,20,0.15,0
5,0,8,0,1
1,0,9,0,0
2,1,18,0.056,1
3,4,10,0.4,0
4,0,13,0,0
5,6,16,0.375,0
1,0,8,0,0
2,1,10,0.1,1
3,4,6,0.667,0
4,1,13,0.077,0
5,6,13,0.462,0
1,5,7,0.714,0
2,3,16,0.188,1
3,0,11,0,0
4,0,23,0,0
5,3,20,0.15,0
1,0,20,0,0
2,2,11,0.182,1
3,1,7,0.143,0
4,4,14,0.286,0
5,3,23,0.13,0
1,3,6,0.5,1
2,1,15,0.067,0
3,0,16,0,0
4,1,10,0.1,1
5,5,17,0.294,0
1,0,14,0,0
2,2,23,0.087,0
3,3,8,0.375,1
4,3,16,0.188,1
5,0,9,0,0
1,1,4,0.25,1
2,2,23,0.087,0
3,0,30,0,0
4,0,8,0,1
5,2,26,0.077,0
1,1,10,0.1,0
2,0,16,0,0
3,3,14,0.214,1
4,4,10,0.4,1
5,1,13,0.077,0
1,2,7,0.286,0
2,0,12,0,0
3,1,13,0.077,1
4,8,21,0.381,0
5,1,12,0.083,1
1,1,7,0.143,1
2,8,8,1,0
3,0,14,0,0
4,5,13,0.385,0
5,1,11,0.091,1
1,1,7,0.143,0
2,3,18,0.167,0
3,0,6,0,1
4,4,9,0.444,1
5,3,7,0.429,0
1,6,6,1,1
2,0,9,0,0
3,1,7,0.143,0
4,21,21,1,1
5,1,8,0.125,0
1,4,13,0.308,0
2,0,10,0,0
3,1,6,0.167,1
4,7,10,0.7,0
5,5,18,0.278,0
1,2,9,0.222,1
2,0,12,0,0
3,3,7,0.429,0
4,3,18,0.167,0
5,1,11,0.091,0
1,1,9,0.111,0
2,2,14,0.143,0
3,0,10,0,1
4,4,30,0.133,0
5,1,11,0.091,1
1,3,21,0.143,1
2,12,18,0.667,0
3,0,3,0,0
4,0,10,0,0
5,1,6,0.167,1
1,3,8,0.375,0
2,1,11,0.091,0
3,0,6,0,1
4,0,6,0,1
5,9,9,1,0
1,3,7,0.429,1
2,6,6,1,0
3,0,6,0,0
4,7,7,1,1
5,6,9,0.667,0
